Yaw,Pitch,Roll
-82.04885588595191,5.724193691892486,-13.984514441357337
-84.71576550294192,6.347493345714587,-14.043778404529476
-86.91511046840623,7.8202008694762215,-15.117098547621648
-82.95964406465767,6.9466019795874026,-15.430736804574146
-77.87035048874652,5.708498929938202,-19.854573384268054
-77.86791148554852,4.753936087860254,-17.167135320169592
-82.54987442393514,5.68149339677939,-16.193732815349858
-85.6872075967786,7.716443510758289,-16.29120501603184
-82.5887698035394,8.059648541093203,-18.01468697223547
-81.43706440146428,6.37289148983587,-14.718995382443198
-78.97747626745668,5.3679163843843085,-17.285280371078272
-82.08303294724375,4.873266949407115,-12.617566094613204
-93.2658083033086,5.718692770888588,-10.53839636050455
-93.8812476881566,5.991128283092588,-11.449981586117401
-91.03627168417978,7.752270104054768,-16.540083662105594
-89.99433683449561,8.733096519856467,-16.991727057954893
-84.36860300827513,6.41691176652684,-16.32215775860329
-82.35543683257038,5.613875257494385,-15.626824060194396
-89.63484163257533,6.611984965341656,-13.009031865910302
-91.02044346926309,7.9615608944560945,-13.882620355467981
-89.90113695171226,9.20014564880911,-14.90792173976576
-84.30782551611398,7.530353979513019,-16.324108432994976
-82.40711780296898,6.357470078359893,-16.385430817352905
-84.46112029506747,5.947387899654404,-17.656688246840968
-88.34851856037032,7.859573829640906,-15.989407697419939
-91.34155983924074,9.16878498338722,-16.56920938334039
-85.96125461811579,7.717610981539142,-16.64422961072465
-84.08588264811421,5.461390747491662,-14.7162661680475
-80.97509408698735,5.370854873847261,-18.335931863818928
-86.86275846672427,7.743818940366013,-16.822046624275046
-89.83588432763374,9.647668947685936,-17.45729558540503
-86.81271969741593,7.432724597603608,-16.345973853147516
-84.50220331187717,7.8559444825278915,-17.037576999622477
-82.68617132874498,4.782152892232678,-13.791839090766976
-83.72412629923825,5.246678783961869,-15.355195811022838
-85.13687982467188,5.953565221010141,-23.884012016037325
-82.25424722767413,5.115404210987547,-23.64847187806773
-37.85759106433092,-13.16532426261932,-46.17826847384616
2.696929371548789,-36.47110229065848,-42.51745052921951
8.849760238727653,-19.003518798632147,-17.916509955245214
21.68862524313779,-26.070374413075363,-19.48428886037713
40.62113100477316,-46.28240017671151,-29.29576067950888
61.278976464334775,-51.66221023079191,-17.402199926793056
87.88240907352557,-51.27962550932724,2.694758992086321
99.76497014401708,-48.990481611576215,17.744905652477048
104.79146804165666,-48.89703468493636,17.296210677076857
96.39855774729558,-50.361027737482424,12.255856563954229
96.17596238975263,-50.23283241372663,10.849841450064918
97.32487624322417,-51.02445410221121,8.241662841857256
97.23109590368442,-51.459711884318885,7.082759418776165
96.64426935076939,-51.26153416904753,6.628821971840863
93.26301414188407,-51.84304326410439,4.202687120096734
93.93876328116114,-51.81255739343685,5.406196925755849
96.37199900123716,-51.325729311234724,6.588560134829314
98.05048061952058,-50.96492309846172,8.914896182961408
98.25851789269346,-51.02834514254602,9.496014631271134
94.2663581904581,-51.38396235478126,4.092925689834056
92.1285381825985,-51.88427796012169,2.913176032309154
94.32684221636184,-51.81690799231794,4.47172965658869
97.0861018558624,-51.4410763325712,6.9216908426798645
97.78313094965384,-51.1841702367085,8.25853413031791
95.31818203130904,-51.67160121207551,5.331607393492518
92.21647050368327,-52.08077612275952,3.1322627144947104
95.24214360259384,-51.72182897724099,6.013244317206576
97.80312311698007,-51.28700824756032,8.07907361673172
96.21263875708321,-51.43077284118777,5.339869061730943
